가식부 100g 당 (Per 100g Edible Portion),일반성분 Proximates,,,,무기질 Minerals,,,,,,,
식품명,칼로리,단백질,지방,"탄수
화물",칼슘,나트륨,철,인,칼륨,비타민 B1,비타민 B2,비타민 C
,kcal,g,g,g,mg,mg,mg,mg,mg,mg,mg,mg
,,,,,,,,,,,,
식품명,Energy,Protein,Fat,Carbohydrate,Calcium,Sodium,Iron,P,K,VitaminB1,VitaminB2,VitaminC
"소고기, 한우(3등급), 우둔(우둔살), 생것",107,22.8,1.1,0,0,58,0,210,367,0.1,0.25,0
"소고기, 한우(3등급), 우둔(홍두깨살), 생것",105,22.5,1,0,0,61,0,210,374,0.12,0.2,0
"소고기, 한우(3등급), 채끝(채끝살), 생것",114,22.4,2,0,0,62,0,196,342,0.08,0.27,0
"소고기, 한우, 갈비, 생것",298,16.5,24.4,1.9,9,127,3,110,194,0.03,0.27,0
"소고기, 한우, 등심, 구운것(팬)",387,18.9,33.99,0,8,59,2.92,178,262,0.019,0.338,0.97
"소고기, 한우, 등심, 삶은것",348,25.2,26.63,0,7,33,3,159,195,0.009,0.057,0.9
"소고기, 한우, 등심, 생것",304,15.61,26.3,0,11,56,2.24,147,241,0.019,0.345,0.8
"소고기, 한우, 양지, 구운것(팬)",302,25.6,21.32,0,7,74,2.4,219,347,0.019,0.318,0.75
"소고기, 한우, 양지, 삶은것",268,33.09,14.05,0,8,38,2.47,162,174,0.005,0.036,0
"소고기, 한우, 양지, 생것",247,18.58,18.59,0,5,55,1.92,163,265,0.009,0.245,0.93
"소고기, 한우, 채끝(채끝살), 생것",124,17.1,5.6,0.2,11,63,2.2,111,261,0.07,0.19,0
"소고기버섯죽, 끓인것",72,2.3,0.9,13.6,7,158,1,22,52,0.02,0.08,0
소고기육개장,49,3.1,2.7,3,22,408,9.9,35,86,0.1,0.09,0
"소귀나무 열매, 생것",24,0.8,0.6,4.6,3,23,0.9,58,47,0.13,0.26,7
소금,0,0,0,0,40,33597,0.2,0,135,0,0,0
"소금, 가공염, 죽염",0,0.01,0.01,0,56,38330,11.94,117,1262,0,0,0
"소금, 가공염, 퉁퉁마디(함초)",21,0,0.01,5.17,185,33490,0.92,7,465,0,0.005,0
"소금, 굵은소금",0,0,0,0,153,32220,2.4,0,318,0,0,0
"소금, 정제염",2,0,0.01,0.39,30,36025,0,2,552,0,0,0
"소금, 천일염",20,0,0,5.1,123,33565,3.7,0,343,0,0,0
"소금, 천일염, 가는소금",24,0.06,0,5.95,142,33417,0.65,0,491,0,0,0
"소금, 천일염, 굵은소금",15,0,0,3.87,114,34205,0.73,0,383,0,0,0
"소금, 천일염, 소금꽃",21,0,0,5.3,58,40626,5.8,0,96,0,0,0
"소금, 천일염, 토판염",16,0,0,4.1,62,38659,6.2,0,46,0,0,0
"소금, 프랑스, 소금꽃",11,0,0,2.8,120,36693,5.1,0,132,0,0,0
"소금, 프랑스, 토판염",16,0,0,4,149,39612,26.4,0,125,0,0,0
"소라, 생것",107,20.7,0.3,4,92,0,8.2,185,0,0.04,0.23,1
"소라, 통조림",127,19.6,0.1,10.9,49,0,7.6,89,0,0.02,0.04,0
"소리쟁이, 뿌리, 말린것",317,7.9,0.9,74.9,517,223,24.4,116,1587,0.66,1.56,17
"소리쟁이, 잎, 말린것",259,21.7,2.2,52.6,703,77,12.4,203,6405,0.6,0.71,29
소머리국밥,79,9.5,3.6,2.2,9,103,12.4,32,37,0.02,0.2,0
"소불고기, 생것",136,11.5,7.8,4.3,12,396,1.8,95,139,0.09,0.08,1
"소시지, 리용소시지",192,14.9,13.1,3.7,13,910,1,240,200,0.33,0.14,43
"소시지, 말린것",497,25.4,43,2.1,14,1400,2.5,240,370,0.19,0.31,10
"소시지, 볼로냐소시지",251,12.5,21,2.9,9,830,1,210,180,0.2,0.13,10
"소시지, 위너(비엔나)소시지",254,15.27,16.91,9.35,30,732,0.74,208,368,0.292,0.12,34.1
"소시지, 이탈리안소시지",346,14.25,31.33,0.65,18,731,1.18,142,253,0.568,0.168,2
"소시지, 프랑크푸르트소시지",244,14.41,17.7,5.9,9,795,0.47,227,232,0.375,0.153,45.28
"소주, 알코올 17.8%",127,0,0,0.08,0,4,0,0,0,0,0,0
"소주, 알코올 25%",178,0,0,0,0,0,0,0,0,0,0,0
"솔잎, 생것",161,4.5,3.9,32.9,61,0,3.1,51,0,0.7,0.16,29
"솔잎, 추출",8,0.1,0,2.1,3,4,0.5,4,48,0.01,0,0
"솔장다리, 생것",31,1.9,0.3,6.8,20,352,17,43,281,0.08,0.19,20
"송아지 부산물, 미국산, 간, 삶은것",192,28.42,6.26,3.77,6,78,5.11,460,329,0.182,2.86,1.1
"송아지 부산물, 미국산, 간, 생것",140,19.93,4.85,2.91,5,77,6.4,379,308,0.173,2.44,0.7
"송아지 부산물, 미국산, 골, 삶은것",136,11.48,9.63,0,16,156,1.67,385,214,0.08,0.2,13
"송아지 부산물, 미국산, 골, 생것",118,10.32,8.21,0,10,127,2.13,274,315,0.13,0.26,14
"송아지 부산물, 미국산, 신장, 삶은것",163,26.32,5.66,0,29,110,3.04,372,159,0.19,1.99,8
"송아지 부산물, 미국산, 신장, 생것",99,15.76,3.12,0.85,11,178,3.36,241,272,0.32,1.9,5
"송아지 부산물, 미국산, 심장, 삶은것",186,29.12,6.75,0.13,8,58,4.32,250,199,0.35,0.93,10
"송아지 부산물, 미국산, 심장, 생것",110,17.18,3.98,0.08,5,77,4.24,211,261,0.52,1,8
"송아지 부산물, 미국산, 허파, 삶은것",104,18.74,2.64,0,7,56,3.61,232,142,0.032,0.131,34
"송아지 부산물, 미국산, 허파, 생것",90,16.3,2.3,0,7,108,5.23,288,274,0.047,0.231,39
"송아지 부산물, 미국산, 혀, 삶은것",202,25.85,10.1,0,9,64,2.09,166,162,0.07,0.35,6
"송아지 부산물, 미국산, 혀, 생것",131,17.18,5.48,1.91,7,82,2.72,159,271,0.17,0.41,5
"송아지고기, 미국산, 갈비, 구운것",228,23.96,13.96,0,11,92,0.97,197,295,0.05,0.27,0
"송아지고기, 미국산, 갈비, 삶은것",251,32.43,12.53,0,22,95,1.41,210,306,0.05,0.29,0
"송아지고기, 미국산, 갈비, 생것",162,18.86,9.01,0,13,89,0.86,184,290,0.07,0.23,0
"송아지고기, 미국산, 등심, 구운것",217,24.8,12.32,0,19,93,0.87,212,325,0.05,0.28,0
"송아지고기, 미국산, 등심, 삶은것",284,30.19,17.21,0,28,80,1.09,220,280,0.04,0.3,0
"송아지고기, 미국산, 등심, 생것",177,20.07,10.07,0.07,14,98,0.84,222,241,0.078,0.28,0
"송아지고기, 미국산, 살코기, 삶은것",201,35.73,5.33,0,30,90,1.41,276,347,0.06,0.33,0
"송아지고기, 미국산, 살코기, 생것",105,20.04,2.16,0,22,86,1.02,215,339,0.08,0.28,0
"송아지고기, 미국산, 어깨, 구운것",183,25.46,8.25,0,26,90,1.15,221,348,0.06,0.32,0
"송아지고기, 미국산, 어깨, 삶은것",236,33.63,10.24,0,28,87,1.38,263,333,0.06,0.31,0
"송아지고기, 미국산, 어깨, 생것",132,19.34,5.44,0,21,83,1,208,327,0.08,0.27,0
"송아지고기, 미국산, 채끝(채끝살), 구운것(오븐)",202,25.14,10.45,0,13,83,0.92,223,351,0.06,0.35,0
"송아지고기, 미국산, 채끝(채끝살), 삶은것",252,31.26,13.14,0,17,79,1.2,243,321,0.05,0.35,0
"송아지고기, 미국산, 채끝(채끝살), 생것",152,19.07,7.81,0,11,76,0.78,209,329,0.08,0.3,0
"송어, 무지개송어, 구운것",150,22.92,5.82,0,86,56,0.38,269,448,0.152,0.097,2
"송어, 무지개송어, 냉동",159,20,8,0.3,22,0,0,0,0,0.14,0.2,0
"송어, 무지개송어, 생것",126,21.1,3.9,0.1,33,75,1.8,246,390,0.14,0.17,1
"송어, 생것",121,21,3.4,0.1,35,110,1.3,263,400,0.46,0.12,1
"송어, 염장",233,36,8.4,0.8,9,0,14,235,0,0.15,0.15,0
"송어, 통조림",157,18.2,8.8,0,27,750,30,209,300,0.05,0.13,0
"송어젓, 염절임",163,24.8,6.3,0,14,4049,12.6,0,186,0,0,0
"송이버섯, 데친것",22,2.15,0.24,8.51,1,1,1.42,33,305,0.013,0.454,1.8
"송이버섯, 생것",21,2.05,0.15,8.12,1,1,1.85,33,317,0.016,0.402,1.18
"송화, 가루 ",340,17.4,8.6,63.2,5,5,2,489,966,0.01,0.12,12
"쇠귀나물, 뿌리, 데친것",128,6.2,0.1,27.2,5,3,0.8,140,550,0.1,0.06,0
"쇠귀나물, 뿌리, 생것",126,6.3,0.1,26.6,5,3,0.8,150,600,0.12,0.07,2
쇠기름,940,0.2,99.8,0,0,1,0.1,1,1,0,0,0
쇼트닝,941,0,100,0,0,0,0,0,0,0,0,0
"수란, 중탕",164,12.3,11.7,0.2,55,110,2.2,200,100,0.06,0.4,0
"수랑, 생것",85,15.9,0.7,2.9,57,220,1.8,176,320,0.03,0.15,2
"수리취(떡취), 생것",64,3.9,0.2,14.7,46,0,3.2,21,0,0.03,0.19,18
"수박, 적육질, 생것",31,0.79,0.05,7.83,6,0,0.18,12,109,0.024,0.03,0
"수박, 황육질, 생것",36,0.65,0.05,9.26,4,1,0.2,9,116,0.009,0.038,3.1
"수박씨, 말린것",451,19.3,22.9,47.2,42,0,4.9,128,0,0.32,0.41,0
"수박씨, 조미, 볶은것",546,29.6,46.4,13.4,70,580,5.3,620,640,0.1,0.16,0
"수세미, 수액",4,0.8,0,0.7,2,3,0.2,32,26,0.07,0.08,3
"수수, 도정, 생것",338,9.85,2.96,71.5,9,2,2.28,358,440,0.352,0.196,0
"수수, 찰수수, 도정, 생것",353,9.7,1.2,79.2,11,14,2.4,204,394,0.33,0.13,0
"수수, 통수수, 생것",360,10.5,3.1,76.5,10,4,2.1,191,524,0.32,0.11,0
"수수떡, 수수경단",218,8.2,1.4,43.1,14,238,9.6,91,1182,0.09,0.03,0
"숙주나물, 데친것",12,2.2,0.2,1.4,12,5,0.9,39,160,0.05,0.06,10
"숙주나물, 생것",13,1.73,0.05,2.34,13,4,0.22,27,84,0.07,0.058,7.24
"숙주나물, 찐것",16,1.96,0.11,2.9,16,4,0.32,31,82,0.051,0.103,5.04
순대,116,1.4,5.8,15,31,463,3.6,41,176,0.09,0.13,0
"순대, 찐것",180,6.5,8.5,19.5,35,340,7.1,67,163,0.57,0.17,0
순대국,67,5.4,4.1,2.2,13,188,9.1,39,57,0.06,0.1,0
순두부찌개,50,3.6,3.1,1.9,39,338,7.4,57,145,0.26,0.23,0
"순무, 뿌리, 데친것",33,1.28,0.09,7.51,35,47,0.31,43,295,0.037,0.055,20.77
"순무, 뿌리, 생것",30,1.1,0.07,6.88,40,46,0.55,38,279,0.126,0.053,3.89
"순무, 염절임",23,1,0.2,4.9,48,1100,0.3,36,310,0.02,0.03,19
"순무, 잎, 데친것",20,1.58,0.18,4.17,157,26,0.94,28,388,0.042,0.039,27.11
"순무, 잎, 생것",21,2.05,0.17,4.14,197,68,1.14,35,537,0.012,0.118,3.91
"순무, 잎, 염절임",29,2.3,0.2,6,240,910,2.6,46,290,0.07,0.19,44
"순무, 전체, 데친것",28,1.32,0.09,6.04,62,25,0.64,40,338,0.045,0.068,8.69
"순무, 전체, 생것",27,1.5,0.09,5.65,99,59,0.93,37,350,0.061,0.158,4.31
"순채, 생것",22,2.5,0.7,7.1,171,0,6.9,34,0,0.25,0.27,97
"숭어 부산물, 알, 소금에 절여 말린것",423,40.4,28.9,0.3,9,1400,1.5,530,170,0.01,0.93,10
"숭어, 구운것",150,24.81,4.86,0,31,71,1.41,244,458,0.1,0.1,1.2
"숭어, 생것",108,21.7,1.5,0.4,42,0,1,217,0,0.1,0,0
"쉐이크, 딸기맛",113,3.4,2.8,18.9,113,83,0.11,100,182,0.045,0.195,0.8
"쉐이크, 바닐라맛",148,3.37,6.52,19.59,115,81,0.46,98,166,0.026,0.66,0
"쉐이크, 초콜릿맛",119,3.05,2.7,21.15,132,111,0.31,126,224,0.047,0.222,0
"스크램블에그, 볶은것",149,9.99,10.98,1.61,66,145,1.31,165,132,0.04,0.376,0
"스테비아, 말린것",303,14.2,2,70.5,736,111,38.9,349,1974,0.76,1.22,0
"스테비아, 생것",40,2.4,0.32,8.71,200,1,1.23,59,412,0.034,0.273,3.32
"스튜, 레토르트",118,6,7.2,7.4,15,290,0.9,54,210,0.11,0.08,5
"스튜, 크림 스튜, 레토르트",119,4.1,8,7.6,25,119,0.6,51,163,0.06,0.07,4
"스파게티 소스, 병조림",81,1.52,2.4,13.43,34,585,0.74,30,340,0.077,0.041,0.35
"스파게티, 미트소스 스파게티, 냉동",90,5.05,1.01,15.24,18,238,1.25,49,144,0.122,1.333,5.4
"스프, 소고기 스프, 가루 ",406,11.3,10.3,67.1,10,3627,0.8,139,315,0.39,0.14,0
"스프, 소고기 스프, 가루, 끓인것",7,1.14,0.22,0.04,6,372,0.17,13,54,0.002,0.021,0
"스프, 소고기, 채소 스프, 가루, 끓인것",48,3.18,1.16,6.16,18,326,0.51,48,174,0.015,0.016,3.6
"스프, 양송이 스프, 가루 ",418,8.3,11.3,70.7,13,1976,1.8,126,226,0.1,0.27,0
"스프, 양송이 스프, 가루, 끓인것",39,0.66,2.59,3.33,7,340,0.09,12,31,0.006,0.008,0
"스프, 양파 스프, 가루 ",293,7.48,0.34,65.07,143,8031,1.25,211,721,0.279,0.274,3.4
"스프, 양파 스프, 가루, 끓인것",12,0.32,0.01,2.77,9,346,0.05,9,31,0.012,0.012,0.1
"스프, 콘소메 스프, 가루, 끓인것",11,2.52,0,0.32,0,0,0,0,0,0,0,0
"스프, 크림 스프, 가루 ",443,6.8,15.9,68.1,22,3032,0,121,238,0.3,0.15,0
"스프, 크림 스프, 가루, 끓인것",30,0.72,0.97,4.7,8,238,0.2,19,56,0.014,0.015,0
"시금치, 노지, 데친것",37,4.78,0.79,5.2,81,13,1.31,86,571,0.078,0.167,43.81
"시금치, 노지, 생것",29,4.15,0.43,4.37,59,20,2.73,97,790,0.161,0.236,50.44
"시금치, 데친것",23,3.4,0.1,3.8,48,11,2.2,47,306,0.02,0.12,40
"시금치, 생것",33,3.1,0.5,6,40,54,2.6,29,502,0.12,0.34,60
"시금치, 섬초, 데친것",32,4.12,0.55,4.81,122,15,3.45,66,460,0.087,0.142,42.35
"시금치, 섬초, 생것",24,3.11,0.34,3.72,59,16,2.06,57,495,0.094,0.174,43.91
"시금치, 포항초, 데친것",34,4.19,0.63,5.17,90,57,1.54,76,576,0.106,0.14,50.98
"시금치, 포항초, 생것",35,3.56,0.46,6.17,106,20,3.93,81,666,0.196,0.198,66.45
"시금치, 하우스, 데친것",32,3.01,0.49,5.82,51,31,0.85,63,652,0.068,0.113,36.97
"시금치, 하우스, 생것",27,2.6,0.33,5.1,42,37,1.22,66,813,0.048,0.157,43.7
"시럽, 단풍나무",260,0.04,0.06,67.04,102,12,0.11,2,212,0.066,1.27,0
"시럽, 초코",268,2.1,0.1,67.1,7,88,3.6,64,132,0.05,0.17,0
"시리얼, 쌀",390,6.65,1.68,86.99,259,625,18.75,166,91,3.427,1.397,169.96
"시리얼, 옥수수",378,5.11,0.59,88.05,3,434,8.96,30,63,5.069,2.66,201.26
"시리얼, 옥수수, 그래놀라, 건조과일 ",395,5.81,3.65,84.66,41,390,11.95,60,129,1.849,3.073,190.89
"시리얼, 옥수수, 그래놀라, 코코넛 ",434,5.56,9.75,80.93,19,279,7.31,120,132,1.869,4.725,179.55
"시리얼, 옥수수, 아몬드",426,7.3,9.29,78.18,35,379,7.83,85,170,1.052,4.384,107.16
"시리얼, 코코아",407,6.08,4.34,85.78,203,232,7.65,217,320,3.076,5.185,222.84
"시리얼, 현미",394,6.8,2.79,85.33,11,551,8.97,321,225,1.616,3.404,155.27
"식초, 감식초",14,0,0,3.5,3,3,0.1,8,15,0.01,0.01,0
"식초, 배식초",43,0.2,0,10.5,6,20,0.5,9,185,0.01,0.01,0
"식초, 사과식초",11,0,0,2.7,3,2,0.1,5,12,0.01,0.01,0
"식초, 쌀식초",46,0.2,0,7.4,2,12,0.1,15,16,0.01,0.01,0
"식초, 알로에식초",12,0.1,0,3,106,39,0.7,4,95,0.01,0.01,0
"식초, 양조",1,0.02,0,0.34,3,1,0,11,2,0.015,0,0
"식초, 포도식초",22,0.1,0,1.2,3,4,0.2,8,22,0,0,0
"식초, 포도주",19,0.04,0,0.27,6,8,0.45,8,39,0,0,0.5
"식초, 현미식초",19,0,0,4.7,3,2,0.1,6,8,0.01,0.01,0
"식혜, 캔",32,0.06,0,7.91,3,2,0.02,2,3,0,0.004,0
"신선초(명일엽), 생것",24,1.08,0.14,5.66,158,31,1.33,33,346,0.013,0.116,15.45
"싸리버섯, 말린것",179,19.9,4.8,58.9,18,57,22.9,276,2737,0.76,1.18,0
"싸리버섯, 생것",20,2.8,0.6,5.7,41,0,6.2,44,0,0.09,0.43,3
쌀 음료,54,0.2,0.8,11.4,6,6,0,18,42,0.01,0,13
쌀겨기름(미강유),921,0,99.95,0.05,0,0,0,0,0,0.002,0,0
"쌈무, 초절임",15,0.54,0.03,3.1,16,400,0.16,10,138,0.038,0,1.39
쌈장,240,9.88,4.81,39.18,62,2619,1.76,137,472,0.128,0.108,0
"쌈추, 생것",25,3.07,0.23,4.29,129,29,2.57,69,473,0.03,0.2,28
"쌈추, 싸미나, 생것",20,2.7,0.3,3,134,53,2,33,499,0.09,0.13,93
"쌈추, 홍쌈추, 생것",24,3.54,0.27,3.57,234,43,6.19,55,457,0.107,0.207,39.43
"쌍동가리, 생것",101,20.8,1.4,0,56,0,1.3,174,0,0.08,0.15,0
"쌍뿔달재, 생것",76,16.9,0.4,0.1,81,0,1,193,0,0.06,0.13,0
"쌍화차, 가루 ",360,2.5,1.2,87.7,22,136,1.5,96,332,0.28,0.11,0
"쏘가리, 냉동",124,21.2,3.7,0.1,53,77,1.8,191,156,0.03,0.05,0
"쏘가리, 생것",110,17.2,4.1,0,71,86,2.1,202,296,0.08,0.18,1
"쏨뱅이, 생것",91,19.9,0.6,0.1,44,0,0.6,220,0,0.1,0.09,0
"쑤기미, 생것",85,18.5,0.4,0.5,32,0,0.6,228,0,0.1,0.2,0
"쑥, 데친것",39,3.71,0.63,6.79,111,3,1.57,66,290,0.09,0.145,2.61
"쑥, 말린것",272,25.8,2.05,53.8,944,39,78.15,519,5140,0.465,1.29,0
"쑥, 사자발쑥, 데친것",55,1.9,0.3,13.3,116,13,3.1,53,494,0.17,0.07,26
"쑥, 사자발쑥, 생것",56,2.6,0.5,12.7,58,3,4,49,337,0.31,0.17,89
"쑥, 생것",37,3.4,0.38,7.04,109,3,8.14,69,652,0.028,0.378,6.57
"쑥감펭, 생것",84,19,0.3,0,56,0,1.1,144,0,0.07,0.1,0
"쑥갓, 데친것",21,2.1,0.3,3.8,109,135,0.62,43,255,0.006,0.059,5.46
"쑥갓, 생것",15,1.93,0.17,2.35,91,145,0.79,36,239,0.029,0.088,10.4
"쑥부쟁이, 생것",26,2.92,0.72,3.53,68,1,1.26,60,576,0.163,0.207,9.47
"쑥차, 말린것",338,26.3,0.8,56.4,754,153,27.5,470,3499,1.12,1.36,24
"씀바귀, 데친것",31,2.6,0.2,6.3,81,19,0.8,35,152,0.14,0.09,2
"씀바귀, 뿌리, 생것",71,2.54,0.13,16.24,33,3,1.57,66,192,0.063,0.181,4.3
"씀바귀, 생것",43,2.9,0.4,9.2,74,36,1.1,45,440,0.16,0.31,7
"아귀 부산물, 간, 생것",416,10.4,39,5.2,18,110,1.4,163,220,0.12,0.32,1
"아귀, 생것",64,14.1,0.2,0.5,10,0,2.5,150,0,0.03,0.13,0
"아귀, 황아귀, 생것",72,16.3,0.2,0.1,9,0,0.3,215,0,0,0,0
"아떼모야, 생것",73,1.2,0.1,19,11,2,0.2,21,308,0.13,0.1,10
"아로니아, 네로, 생것",60,0.82,0.21,15.41,33,0,0.37,21,185,0,0.187,2.63
"아로니아, 바이킹, 냉동",68,1.08,0.23,17.45,45,0,0.56,32,232,0,0.165,3.38
"아마란스, 노란색, 말린것",383,17.09,5.94,67.27,252,0,9.79,662,615,0.752,0.073,4.04
"아마란스, 붉은색, 말린것",381,16.47,5.78,67.59,287,0,9.21,631,418,0.767,0.087,3.57
"아마씨, 볶은것",564,21.9,43.5,30.5,210,70,9,720,770,0.01,0.17,0
아마씨유,884,0.11,99.98,0,1,0,0,1,0,0,0,0
"아몬드, 말린것",581,23.44,49.96,20.09,368,6,4.76,523,780,0.029,1.546,0
"아몬드, 볶은것",594,23.45,51.29,20.49,337,2,4.59,542,759,0.012,1.364,0
"아몬드, 조미, 볶은것",568,25.74,46.61,21.82,409,549,3.74,555,674,0.013,1.439,0
아몬드유,884,0,100,0,0,0,0,0,0,0,0,0
"아보카도, 생것",187,2.5,18.7,6.2,9,7,0.7,55,720,0.1,0.21,15
아보카도유,884,0,100,0,0,0,0,0,0,0,0,0
"아세로라 주스, 과즙 음료(10%)",42,0.1,0,10.5,1,1,0.1,2,13,0,0,120
"아세로라, 감미종, 생것",36,0.7,0.1,9,11,7,0.5,18,130,0.03,0.04,800
"아스파라거스, 데친것",17,2.08,0.19,2.81,10,4,0.49,52,275,0.064,0.095,15.48
"아스파라거스, 생것",17,2.02,0.34,2.53,11,3,0.47,55,293,0.073,0.097,14
"아스파라거스, 통조림",14,1.1,0.1,3,14,387,12,26,104,0.02,0.08,6
"아스파라거스, 하얀색, 생것",21,1.85,0.53,3.51,11,0,0.21,34,205,0.169,0.029,2.56
"아욱, 데친것",31,3.52,0.49,5.2,178,17,0.68,73,340,0.11,0.352,27.82
"아욱, 생것",37,3.08,0.31,7.64,267,37,0.57,76,426,0.171,0.488,41.21
"아위버섯, 생것",26,3.53,0.4,8.56,3,6,0.31,113,296,0.092,0.204,0
"아이비카, 닥풀, 말린것",260,27.7,4.4,43.7,285,0,0.5,291,0,0.03,0.22,1
아이스밀크,167,3.4,6.4,23.9,110,75,0.1,100,140,0.03,0.14,0
"아이스크림, 딸기맛",192,3.2,8.4,27.6,120,60,0.21,100,188,0.045,0.255,7.7
"아이스크림, 바닐라맛",179,4.98,7.83,22.25,80,70,0.04,66,188,0.02,0.134,1.69
"아이스크림, 소프트 아이스크림, 바닐라맛",137,2.38,3.98,23.5,71,33,0,60,110,0,0.111,0
"아이스크림, 유지방 12%",212,3.5,12,22.4,130,80,0.1,110,160,0.06,0.18,0
"아이스크림, 유지방 8%",180,3.9,8,23.2,140,110,0.1,120,190,0.06,0.2,0
"아이스크림, 초콜릿맛",216,3.8,11,28.2,109,76,0.93,107,249,0.042,0.194,0.7
"아주까리, 순, 말린것",287,36.8,3.1,48,1128,50,25.1,444,815,0.47,0.82,115
"아주까리, 잎, 생것",82,5.8,0.5,17.8,661,7,4,86,298,0.31,0.53,244
"아티초크, 냉동",38,2.63,0.43,7.75,19,47,0.5,58,248,0.058,0.14,5.3
"아티초크, 냉동, 삶은것",45,3.11,0.5,9.18,21,53,0.56,61,264,0.062,0.158,5
"아티초크, 삶은것",53,2.89,0.34,11.95,21,60,0.61,73,286,0.05,0.089,7.4
"아티초크, 생것",47,3.27,0.15,10.51,44,94,1.28,90,370,0.072,0.066,11.7
"아피오스감자, 생것",175,6.1,0.5,38.2,67,31,2,126,719,0.19,0.05,21
"아홉동가리, 생것",106,19.8,2.3,0.1,28,0,1.3,219,0,0.2,0.16,1
알로에 음료,40,0,0,11.09,58,20,0.11,1,13,0,0,6.7
"알로에, 과육, 생것",3,0.1,0,0.7,14,13,0.2,3,92,0.06,0.11,5
알밥,155,3.6,2.6,29.2,28,335,3.9,54,87,0.03,0.17,0
알탕,61,9.5,1.8,1.6,69,377,8.4,150,148,0.36,0.32,1
"알팔파, 싹, 생것",21,3.53,0.2,3.14,19,5,1.01,73,79,0.128,0.197,1.85
"애꼬치, 구운것",145,23.3,4.9,0.1,59,150,0.5,190,360,0.03,0.14,0
"애꼬치, 생것",148,18.9,7.2,0.1,41,120,0.3,140,320,0.03,0.14,0
"애느타리버섯, 생것",16,4.2,0.1,3.5,3,7,1,84,262,0.09,0.29,0
"애플수박, S0비너스, 생것",40,0.94,0.81,8.39,0,0,0.19,9,117,0.174,0.017,3.02
"앵두, 생것",61,1.1,0.3,15.2,23,10,0.5,30,268,0.06,0.04,17
"야콘, 뿌리, 생것",62,0.7,0.1,14.7,5,7,2.2,12,199,0.1,0.02,5
"야콘차, 추출",98,0.6,0,24,15,33,0.4,48,550,0.08,0.22,11
"양갱, 팥",298,3.37,0.14,73.44,18,2,0.77,23,42,0,0.126,0
"양고기, 외국산, 다리, 생것",224,18.8,15.3,0.1,4,37,2.5,140,230,0.14,0.33,1
양기름,902,0,100,0,0,0,0,0,0,0,0,0
"양미리, 말린것",209,29.9,8.5,1.2,115,128,1.5,342,331,0.24,0.43,1
"양미리, 생것",122,21.5,3.4,0,69,0,1.7,314,0,0.08,0.1,1
"양배추 샐러드, 코울슬로",153,0.95,9.91,14.89,30,203,0.22,20,129,0.026,0.02,14.6
"양배추, 데친것",32,1.71,0.12,7.56,43,7,0.31,38,240,0.111,0.035,40.26
"양배추, 생것",33,1.68,0.08,7.92,45,8,0.27,35,241,0.035,0.033,19.56
"양배추, 적양배추, 생것",41,2.13,0.21,9.53,29,7,0.5,36,336,0.08,0.085,14.57
"양배추, 적양배추, 싹, 생것",39,3.38,1.77,4.6,59,8,1.15,99,94,0,0.3,31.92
"양배추, 찐것",32,1.68,0.12,7.41,41,6,0.3,36,233,0.097,0.041,29.19
"양상추, 생것",18,0.6,0,4.6,15,2,0.4,17,179,0.19,0.02,0
"양상추, 적양상추, 생것",18,1.51,0.22,3.49,61,0,0.65,28,312,0,0.099,1.92
"양송이버섯, 가루",176,33.39,3.57,46.49,23,65,33.28,1357,4395,0.539,1.337,0
"양송이버섯, 데친것",15,3.69,0.18,3.25,2,5,1.88,124,338,0.036,0.27,0
"양송이버섯, 생것",15,3.56,0.19,3.71,2,6,0.88,112,392,0.057,0.423,0
"양송이버섯, 통조림",17,3.75,0.41,3.87,6,377,0.63,45,28,0,0.046,2.88
"양장피, 생것",92,6.6,3.8,7.8,33,341,11.6,70,107,0.31,0.09,0
양지국물,4,1,0,0,2,26,0.5,24,66,0.01,0,0
"양태, 꽁지양태, 생것",78,16.5,0.6,0.6,14,0,1.3,188,0,0.05,0.08,1
"양태, 눈양태, 생것",91,20.1,0.5,0.1,44,0,1.3,188,0,0.03,0.1,1
"양태, 도화양태, 생것",78,16.9,0.5,0.3,38,0,0.6,165,0,0.07,0.15,0
"양태, 돛양태, 생것",82,18.5,0.1,0.6,40,0,0.8,176,0,0,0,0
"양태, 생것",88,20,0.2,0.1,101,0,0.6,271,0,0.01,0.13,1
양파 장아찌,79,1.59,0.05,21.01,15,1442,0.47,36,181,0.033,0.021,0.47
"양파, 가루 ",364,8.8,1.1,79.8,140,52,3.1,290,1300,0.3,0.1,10
"양파, 데친것",27,0.84,0.04,6.93,13,3,0.19,26,128,0.029,0.013,6.49
"양파, 레드프라임, 생것",37,0.46,0.63,8.56,9,0,0.18,25,142,0.066,0.003,3.39
"양파, 말린것",340,11.7,1,78,36,7,1.9,298,1726,0.31,0.26,32
"양파, 생것",27,0.95,0.04,6.68,15,3,0.2,27,145,0.035,0.011,5.88
"양파, 샬롯, 생것",80,2.28,2.54,14.84,6,0,0.48,56,333,0.133,0.01,3.76
"양파, 썬파워, 생것",32,0.52,0.47,7.38,12,0,0.08,25,134,0.159,0.003,3.51
"양파, 자색 양파, 생것",30,0.75,0.02,7.77,16,1,0.18,29,138,0.049,0.03,0
"양파, 중국산, 생것",30,0.9,0.1,7,10,2,0.3,25,59,0.06,0.02,17
